Student ID,average_score,assessments_completed,performance_trend,risk_score,progress_in_semester,max_consecutive_misses
01afd650ca049dc1,71.77,8,-10.02,70.64,0.9,1
02408595037ab3b6,64.73,8,-19.5,49.29,0.9,1
02674da7be72b3d9,76.89,9,-20.45,59.83,0.9,0
04afeb9be5786a77,91.57,9,2.31,45.6,0.9,0
06299feab50780d3,38.78,6,-60.73,55.08,0.9,1
09dcd5a8514f9bc2,68.03,8,-24.05,78.23,0.9,1
0aa53e746805b00e,36.23,6,-58.94,68.24,0.9,2
0b2c18a3f34dbcff,74.5,9,-18.16,39.47,0.9,0
0e29464e43853ece,96.33,9,-6.25,30.98,0.9,0
0e4fbc1d1aa6dd01,98.24,9,-2.54,47.44,0.9,0
0f09efb6fa86ce5e,99.02,9,0.0,29.25,0.9,0
0f19997e4f8cc30d,82.8,9,4.84,40.04,0.9,0
0f2b5f1007700f65,63.05,9,-45.51,63.05,0.9,0
104287a63371554d,74.56,9,-15.39,67.87,0.9,0
140639a5a59807d6,28.19,5,1.87,59.7,0.9,3
16201bc3218b8118,66.29,8,-28.85,58.27,0.9,1
162c45c12836f510,85.77,9,11.48,46.53,0.9,0
176f06e60542e2c5,47.6,5,-21.5,83.61,0.9,2
179a345ab1e810e1,66.8,9,-39.81,64.08,0.9,0
17ed47bac5ac3f2e,26.89,7,-26.98,87.55,0.9,2
17f0fdbd8f4528ee,79.38,9,-30.83,45.85,0.9,0
19570510d7698453,92.0,9,-3.26,60.73,0.9,0
19ed34ccf92098e2,77.4,8,-18.7,22.07,0.9,1
1a59bfcb528707c2,94.66,9,-6.99,20.51,0.9,0
1b8ee1200a71c3a8,84.8,9,-3.57,72.83,0.9,0
1ba3bd6357616437,38.86,8,-18.89,85.28,0.9,1
1bd061f6152f1a87,90.76,9,-6.51,48.44,0.9,0
1cb4cd931b0add66,94.77,9,-10.88,31.52,0.9,0
1d29fd2b66a0f323,82.54,9,-3.85,73.38,0.9,0
1db3993db3d3cf7b,93.31,9,-7.06,30.94,0.9,0
1e8e933bdd2329a1,14.52,3,-95.0,97.0,0.9,4
